Wall time,Step,Value
1521346912.6422002,3731,4820.0
1521347007.8552024,3732,5420.0
1521347131.5989285,3734,1860.0
1521347385.429931,3738,4490.0
1521347599.3467073,3741,3810.0
1521347716.372005,3743,3060.0
1521347828.1357434,3745,1960.0
1521348328.6471164,3752,4610.0
1521348610.7125413,3756,1320.0
1521348815.6215549,3759,2940.0
1521349210.5834076,3764,7040.0
1521349738.1525285,3772,3300.0
1521349970.2646918,3776,3520.0
1521350121.7687576,3778,3530.0
1521350240.7738426,3780,5880.0
1521350334.485305,3781,5760.0
1521350666.5841873,3787,880.0
1521350905.9331605,3791,1860.0
1521351045.9273448,3793,4540.0
1521351147.071237,3795,1040.0
1521351296.9195251,3798,5230.0
1521351965.016654,3807,1920.0
1521352073.6448932,3809,4240.0
1521352150.3992352,3810,6430.0
1521352397.5653195,3814,4650.0
1521352758.4439013,3819,1860.0
1521352860.9395897,3821,4630.0
1521353536.7223854,3831,1040.0
1521353661.5987086,3833,3620.0
1521353808.1464498,3835,2320.0
1521354656.0523305,3848,2880.0
1521354924.4162624,3852,2840.0
1521355044.9042501,3854,4850.0
1521355682.1962292,3864,1000.0
1521355986.127667,3869,3250.0
1521356376.6259594,3876,3290.0
1521356526.6769571,3879,2930.0
1521356671.8067386,3881,4460.0
1521358010.3679543,3901,5180.0
1521358071.1999168,3902,1860.0
1521358144.4513428,3903,2460.0
1521358297.1573033,3905,2660.0
1521358540.203337,3908,3470.0
1521358704.1228948,3910,3850.0
1521359156.4204926,3916,1260.0
1521359500.278308,3920,3580.0
1521359993.6780334,3927,4220.0
1521360054.9346564,3928,2200.0
1521360156.353475,3929,5130.0
1521360513.326914,3934,1220.0
1521360610.7307966,3935,4680.0
1521360905.1819715,3939,2840.0
1521361687.3384745,3950,740.0
1521362110.2881336,3956,3600.0
1521362607.6175478,3962,6120.0
1521362835.0298252,3965,5610.0
1521362958.49087,3967,3590.0
1521363423.6847632,3973,2360.0
1521363649.583015,3976,1460.0
1521363966.881918,3980,6580.0
1521364206.9588861,3984,2800.0
1521364319.9939086,3986,3000.0
1521364509.7570145,3989,1540.0
1521364666.334412,3991,3510.0
1521364978.8438718,3995,5050.0
1521365080.7355065,3997,2040.0
1521365263.4611268,4000,1140.0
1521365651.5032933,4005,3300.0
1521365963.8694625,4009,3360.0
1521366034.2465158,4010,5550.0
1521366143.099682,4012,2410.0
1521366888.958346,4021,8650.0
1521366967.5516212,4022,6630.0
1521367854.6832087,4033,5600.0
1521368021.926398,4035,6540.0
1521368114.75732,4036,3700.0
1521368596.7320514,4043,1420.0
1521368785.1001604,4045,5530.0
1521368867.3310835,4046,4030.0
1521368939.4554741,4047,3960.0
1521369012.690371,4048,4550.0
1521369321.888968,4052,6290.0
1521369493.2901828,4054,2400.0
1521371173.8598237,4076,5310.0
1521371370.5055048,4079,1760.0
1521371966.8971148,4088,3780.0
1521372122.6129766,4091,2540.0
1521372244.7210534,4093,2760.0
1521372538.0332227,4097,2800.0
1521372594.0517,4098,2670.0
1521372646.1023412,4099,2700.0
1521372788.7558007,4101,3530.0
1521373321.021478,4109,1740.0
1521373644.0881312,4114,2440.0
1521374002.1661775,4121,4390.0
1521375964.0034056,4149,3140.0
1521376403.8605692,4156,2200.0
1521377043.467932,4166,3770.0
1521377126.4945474,4167,7040.0
1521377554.4732175,4172,4250.0
1521378159.8019085,4180,13140.0
1521378232.7175663,4181,3150.0
1521378283.4330373,4182,1640.0
1521379122.2231083,4192,6250.0
1521379222.292776,4193,8970.0
1521379304.50307,4194,5240.0
1521379453.805021,4196,3200.0
1521379618.96772,4198,5840.0
1521379771.7784786,4200,5280.0
1521379860.4158442,4201,6740.0
1521379953.4426038,4202,6020.0
1521380122.8953714,4204,7000.0
1521381480.396595,4222,6130.0
1521381853.3023772,4227,7240.0
1521382195.8342743,4232,2790.0
1521382409.116578,4235,4560.0
1521382615.728549,4238,6400.0
1521383043.463794,4243,2060.0
1521383937.1002226,4254,3630.0
1521384702.8181167,4263,5300.0
1521384938.2480912,4266,6180.0
1521385010.8613832,4267,6410.0
1521385728.289396,4276,6980.0
1521386211.0817537,4282,3520.0
1521387455.9175808,4297,6830.0
1521387539.7260299,4298,4770.0
1521387721.335256,4300,5100.0
1521388004.270822,4304,5110.0
1521388294.5868108,4308,5820.0
1521388544.2509835,4311,7800.0
1521388966.7414782,4317,2490.0
1521389051.375631,4319,3490.0
1521389109.0728805,4320,5160.0
