Wall time,Step,Value
1521348844.141076,10943,4125.0
1521349104.0247176,10952,4325.0
1521349466.400508,10966,4350.0
1521349594.450018,10972,525.0
1521349631.6726274,10974,825.0
1521350370.5700376,11008,4175.0
1521350497.8743856,11014,4225.0
1521350640.5838354,11020,4325.0
1521350686.0222712,11022,4300.0
1521350704.8481057,11023,3950.0
1521350921.3066976,11033,3950.0
1521351052.8070223,11038,4225.0
1521351374.6380067,11052,825.0
1521351591.7279143,11061,4275.0
1521351930.5540571,11077,4275.0
1521352566.294063,11102,725.0
1521353032.7179563,11121,675.0
1521353244.9968584,11130,1325.0
1521353648.7027879,11148,4150.0
1521354048.3587441,11166,775.0
1521354280.7402656,11175,875.0
1521354787.6466806,11198,500.0
1521354828.142838,11200,4300.0
1521354843.1623106,11201,775.0
1521355965.8088582,11252,750.0
1521356162.8173764,11260,4175.0
1521356228.1234055,11263,4400.0
1521356465.864474,11272,4125.0
1521356879.5303566,11289,4225.0
1521357394.307606,11310,5150.0
1521357744.5912666,11325,4475.0
1521358161.987257,11341,225.0
1521358687.046158,11361,3975.0
1521358871.5756583,11368,700.0
1521359042.419624,11375,425.0
1521359181.0973105,11380,4350.0
1521359948.2613842,11411,725.0
1521360143.00193,11419,4475.0
1521360188.5767648,11421,4400.0
1521360990.3178911,11455,4375.0
1521361070.8981695,11458,4350.0
1521361433.2886784,11472,4525.0
1521361495.5262637,11474,4775.0
1521361519.0308335,11475,4325.0
1521361803.6036797,11486,4250.0
1521361958.5428312,11492,4250.0
1521362689.4153452,11520,800.0
1521362774.7349792,11523,4350.0
1521362798.7865896,11524,4400.0
1521362927.9276445,11530,4325.0
1521362983.6370714,11532,4275.0
1521363385.5245183,11549,3950.0
1521363610.9458396,11557,4375.0
1521363815.5780315,11566,4375.0
1521364146.6785424,11581,825.0
1521364518.3082075,11597,4000.0
1521365527.7519076,11636,4425.0
1521365860.0263495,11648,4150.0
1521365917.2328105,11650,4475.0
1521366125.4392526,11660,4175.0
1521366417.359456,11671,4000.0
1521366576.3752594,11678,4350.0
1521366774.4425814,11685,4350.0
1521366826.6326246,11687,4325.0
1521367250.7020996,11704,4300.0
1521367779.1492076,11723,4350.0
1521368708.0955756,11759,4325.0
1521368974.5180483,11769,825.0
1521369363.2278905,11786,4325.0
1521369512.9852011,11792,4300.0
1521369762.7619228,11801,825.0
1521370558.868202,11831,4300.0
1521371130.3757007,11854,3675.0
1521371155.6413004,11855,4075.0
1521371610.2937305,11873,825.0
1521372323.327892,11901,4225.0
1521372441.7548065,11906,725.0
1521372757.8228345,11919,4350.0
1521372784.8492796,11920,4350.0
1521373117.5276074,11933,4525.0
1521373328.369102,11941,4400.0
1521373432.8989809,11946,4275.0
1521373491.932714,11948,4100.0
1521373507.4130468,11949,475.0
1521374033.0117328,11969,4875.0
1521374175.793554,11974,775.0
1521374483.4305031,11986,4350.0
1521374545.264847,11988,3975.0
1521374763.2427666,11998,325.0
1521374907.601078,12003,4375.0
1521375095.1523163,12010,4350.0
1521375477.9165626,12025,4350.0
1521375578.6880913,12029,4350.0
1521375895.9428446,12041,4475.0
1521376403.8481529,12061,4200.0
1521376841.55544,12076,4325.0
1521377063.8793797,12085,4400.0
1521377198.859176,12090,4050.0
1521378294.9310029,12133,3925.0
1521378398.0100834,12138,775.0
1521378625.1034508,12147,450.0
1521378753.2201836,12153,450.0
1521379021.2969956,12164,775.0
1521379125.6201143,12168,4625.0
1521379518.039728,12184,4175.0
1521379883.701553,12197,4275.0
1521380420.8484502,12217,4725.0
1521380614.8860948,12226,4275.0
1521380856.7157903,12234,4450.0
1521381394.949864,12254,4275.0
1521381753.650966,12270,4125.0
1521382255.8500059,12290,400.0
1521382336.752227,12293,4350.0
1521382718.7254586,12309,4300.0
1521383048.5589201,12323,750.0
1521383089.7013443,12325,750.0
1521383332.6518764,12336,5675.0
1521384797.313872,12396,4375.0
1521385023.5912411,12405,4375.0
1521385044.2240264,12406,4075.0
1521385755.5862436,12436,750.0
1521386240.9787757,12455,4325.0
1521386319.9932482,12458,4375.0
1521386847.3092093,12480,4350.0
1521387724.2641535,12517,775.0
1521387916.4948714,12524,4375.0
1521388435.221445,12545,600.0
1521388578.2286046,12551,4125.0
1521388619.3749154,12553,4375.0
1521389144.935265,12574,4075.0
